"UserID","UserStatus","UserStartDate","Gender","BirthDate","EducationName","AssetName","CampaignDescription","SegmentName","GenderPreference","IncomeLevelName","UserNumberofMarriages","UserChildren","UserSmoke","Promotion","PPR","LocaleSite","TransactionAmount","City","ZipCode","State","country"
"55367219","Incomplete","2013-12-31","Male","1989-10-13","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".UK","0","london","CM201BZ","unknown","United Kingdom  "
"55367220","Closed","2013-12-31","Female","1988-09-25","Associates","unknown","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".UK","0","Rotherham","S667DL","unknown","United Kingdom  "
"55367221","Active","2013-12-31","Male","1994-05-22","Some college","ehc024","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","St. Robert Missouri","65584","Missouri","United States"
"55367222","Active","2013-12-31","Male","1963-03-14","Bachelors","ehc016","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".UK","0","Caldecott","LE168RS","unknown","United Kingdom  "
"55367223","Active","2013-12-31","Female","1969-10-09","Associates","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","1","2","unknown","Basic PPR",".UK","0","Manchester","OL27UZ","unknown","United Kingdom  "
"55367224","Active","2013-12-31","Female","1991-07-08","Some college","unknown","unknown","Default Segment","Male","$20000 to $40000","0","1","2","unknown","Basic PPR",".COM","0","Cleveland","44120","Ohio","United States"
"55367225","Expired","2013-12-31","Male","1978-05-24","Associates","ehc016","unknown","Default Segment","Female","$60000 to $125000","0","0","2","unknown","Basic PPR",".UK","118.8","Maidstone","ME168LZ","unknown","United Kingdom  "
"55367226","Incomplete","2013-12-31","Male","1956-08-21","unknown","ehc017","unknown","Default Segment","Female","unknown","2","3","2","unknown","Basic PPR",".COM","0","Vero beach Fl","32967","Florida","United States"
"55367227","Closed","2013-12-31","Male","1974-06-14","unknown","ehc016","unknown","Default Segment","Female","$20000 to $40000","0","2","2","unknown","Basic PPR",".AU","0","Hobart Tas","7010","Tasmania","Australia  "
"55367228","Married","2013-12-31","Male","1965-01-31","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".UK","0","dundee","DD53RS","unknown","United Kingdom  "
"55367229","Subscriber","2013-12-31","Female","1972-06-19","Associates","Christian Single Dating Services","unknown","Default Segment","Male","$60000 to $125000","1","2","2","unknown","Basic PPR",".UK","391.8","Wedmore","BS284UG","unknown","United Kingdom  "
"55367230","Incomplete","2013-12-31","Male","1972-03-19","unknown","ehc017","unknown","Default Segment","Female","unknown","1","1","2","unknown","Basic PPR",".COM","0","dearborn","48124","Michigan","United States"
"55367231","Incomplete","2013-12-31","Male","1959-11-14","unknown","ehc024","unknown","Default Segment","Female","unknown","1","4","2","unknown","Basic PPR",".COM","0","schenectady","12308","New York","United States"
"55367232","Incomplete","2013-12-31","Female","1964-02-05","unknown","unknown","unknown","Default Segment","Male","unknown","2","1","2","unknown","Basic PPR",".COM","0","Nanjing Jiangsu China","21003","unknown","China  "
"55367233","Active","2013-12-31","Male","1964-08-06","High School","ehc017","unknown","Default Segment","Female","$20000 to $40000","3","3","2","unknown","Basic PPR",".COM","0","brandon","33510","Florida","United States"
"55367234","Active","2013-12-31","Male","1985-04-18","unknown","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".AU","0","melbourne","3051","Victoria","Australia  "
"55367235","Closed","2013-12-31","Male","1983-01-19","Associates","unknown","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".UK","0","Sunderland","SR29AJ","unknown","United Kingdom  "
"55367236","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","00000","unknown","Lebanon  "
"55367237","New","2013-12-31","Male","1900-01-01","unknown","ehc017","unknown","Default Segment","Female","unknown","0","0","2","unknown","unknown",".COM","0","unknown","110058","unknown","India  "
"55367238","Active","2013-12-31","Male","1988-05-17","High School","ehc017","unknown","Default Segment","Female","More than $250000","0","0","2","unknown","Basic PPR",".COM","0","Anchorage","99517","Alaska","United States"
"55367239","Expired","2013-12-31","Female","1966-08-24","Associates","Christian Single Dating Services","unknown","Default Segment","Male","$20000 to $40000","1","0","2","unknown","Basic PPR",".UK","131.4","Portsmouth","PO36LP","unknown","United Kingdom  "
"55367240","Expired","2013-12-31","Male","1980-10-04","Bachelors","unknown","unknown","Default Segment","Female","More than $250000","0","0","2","unknown","Basic PPR",".UK","221.7","Uxbridge","UB109AB","unknown","United Kingdom  "
"55367241","Active","2013-12-31","Male","1963-07-16","Bachelors","ehc016","unknown","Default Segment","Female","$20000 to $40000","1","0","2","unknown","Basic PPR",".AU","0","NORTHBRIDGE","6003","Western Australia","Australia  "
"55367242","Closed","2013-12-31","Male","1968-12-01","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Carlisle","17013","Pennsylvania","United States"
"55367243","Active","2013-12-31","Female","1974-07-28","unknown","ehc016","unknown","Default Segment","Male","Less than $20000","0","1","2","unknown","Basic PPR",".AU","0","HOBART","7000","Tasmania","Australia  "
"55367244","Closed","2013-12-31","Male","1995-11-01","High School","ehc016","unknown","Default Segment","Female","$0","0","0","2","unknown","Basic PPR","pt_BR","0","João Pessoa","58310-000","Paraíba","Brazil  "
"55367245","Incomplete","2013-12-31","Female","1989-06-16","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".CA","0","Burnaby","V5G 2H2","British Columbia","Canada  "
"55367246","Active","2013-12-31","Female","1965-12-07","High School","ehc017","unknown","Default Segment","Male","$60000 to $125000","1","2","2","unknown","Basic PPR",".COM","0","norwalk","06851","Connecticut","United States"
"55367247","Married","2013-12-31","Male","1963-03-31","unknown","ehc016","unknown","Default Segment","Female","unknown","2","2","2","unknown","Basic PPR",".AU","0","Townsville","4818","Queensland","Australia  "
"55367248","Active","2013-12-31","Male","1993-01-01","Bachelors","ehc017","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","indore","393120","unknown","India  "
"55367249","Active","2013-12-31","Female","1949-02-02","Some college","ehc016","unknown","Default Segment","Male","$40000 to $60000","3","3","2","unknown","Basic PPR",".COM","0","ThomsonUK.","61285","Illinois","United States"
"55367250","Closed","2013-12-31","Female","1994-11-06","unknown","ehc016","unknown","Default Segment","Male","$0","0","0","2","unknown","Basic PPR",".AU","0","Melbourne","3153","Victoria","Australia  "
"55367251","Active","2013-12-31","Female","1962-01-22","Masters","unknown","unknown","Default Segment","Male","$60000 to $125000","1","2","2","unknown","Basic PPR",".UK","0","Northallerton","DL78FG","unknown","United Kingdom  "
"55367252","Closed","2013-12-31","Female","1983-07-20","Masters","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","0","2","unknown","Basic PPR",".UK","126.05","London","NW54NB","unknown","United Kingdom  "
"55367253","Married","2013-12-31","Male","1960-06-30","unknown","ehc016","unknown","Default Segment","Female","unknown","1","3","2","unknown","Basic PPR",".UK","0","ramsgate","CT110AP","unknown","United Kingdom  "
"55367254","Incomplete","2013-12-31","Female","1970-10-16","unknown","ehc016","unknown","Default Segment","Male","unknown","1","2","2","unknown","Basic PPR",".AU","0","Brisbane","4113","Queensland","Australia  "
"55367255","Incomplete","2013-12-31","Male","1987-04-26","unknown","Christian Single Dating Services","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".UK","0","hitchin","SG53QY","unknown","United Kingdom  "
"55367256","New","2013-12-31","Male","1900-01-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".CP","0","unknown","68503","Nebraska","United States"
"55367257","Active","2013-12-31","Female","1987-06-08","Masters","ehc017","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","san francisco","94124","California","United States"
"55367258","Incomplete","2013-12-31","Male","1990-09-11","unknown","unknown","unknown","Default Segment","Female","unknown","0","2","2","unknown","Basic PPR",".CA","0","Cambridge","N3H 3B9","Ontario","Canada  "
"55367259","Active","2013-12-31","Female","1990-12-14","Bachelors","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","0","2","unknown","Basic PPR",".UK","0","London","E177EB","unknown","United Kingdom  "
"55367260","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","19006","Pennsylvania","United States"
"55367261","Incomplete","2013-12-31","Male","1959-12-26","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".UK","0","Birmingham","B261ED","unknown","United Kingdom  "
"55367262","Active","2013-12-31","Male","1994-10-04","unknown","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".AU","0","Wollongong","2506","New South Wales","Australia  "
"55367263","Closed","2013-12-31","Female","1992-04-09","unknown","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","kallangur","4503","Queensland","Australia  "
"55367264","Active","2013-12-31","Female","1954-09-27","Associates","ehc017","unknown","Default Segment","Male","$40000 to $60000","1","0","2","unknown","Basic PPR",".COM","0","Boca Raton","33433","Florida","United States"
"55367265","Married","2013-12-31","Male","1972-07-14","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".COM","0","Nort brunskwick","08902","New Jersey","United States"
"55367266","Closed","2013-12-31","Male","1976-07-16","unknown","ehc016","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Wollongong","2518","New South Wales","Australia  "
"55367267","Active","2013-12-31","Male","1995-12-05","High School","ehc016","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","SandRock","35961","Alabama","United States"
"55367268","Incomplete","2013-12-31","Male","1974-12-08","unknown","g50   ","unknown","Default Segment","Female","unknown","0","2","2","unknown","Basic PPR",".COM","0","st.louis","63120","Missouri","United States"
"55367269","Active","2013-12-31","Male","1986-11-16","High School","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","2","2","unknown","Basic PPR",".COM","0","los angeles","90017","California","United States"
"55367270","Active","2013-12-31","Female","1984-10-11","Associates","unknown","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Silang","4118","unknown","Philippines  "
"55367271","Married","2013-12-31","Male","1944-02-14","unknown","ehc016","unknown","Default Segment","Male","unknown","3","6","2","unknown","Basic PPR",".CP","0","sylacauga ala.","35151","Alabama","United States"
"55367272","Active","2013-12-31","Female","1966-05-12","High School","ehc016","unknown","Default Segment","Male","Less than $20000","2","2","2","unknown","Basic PPR",".AU","0","ST ALBANS","3021","Victoria","Australia  "
"55367273","UnableToMatch","2013-12-31","Female","1984-06-18","Associates","ehc016","unknown","Default Segment","Male","Less than $20000","0","1","2","unknown","Basic PPR",".UK","0","sunderland","SR33AS","unknown","United Kingdom  "
"55367274","Active","2013-12-31","Male","1992-06-19","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Merced","95348","California","United States"
"55367275","Closed","2013-12-31","Male","1988-02-24","Some college","ehc016","unknown","Default Segment","Female","$60000 to $125000","1","0","2","unknown","Basic PPR",".COM","0","Federal Way","98093","Washington","United States"
"55367276","Expired","2013-12-31","Female","1952-04-23","Bachelors","ehc016","unknown","Default Segment","Male","$40000 to $60000","2","2","2","unknown","Basic PPR",".COM","182.09","Virginia Beach","23452","Virginia","United States"
"55367277","Incomplete","2013-12-31","Female","1971-09-29","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".AU","0","Canberra","2600","Australian Capital Territory","Australia  "
"55367278","Married","2013-12-31","Male","1960-12-06","unknown","ehc017","unknown","Default Segment","Female","unknown","1","1","2","unknown","Basic PPR",".COM","0","los gatos","95032","California","United States"
"55367279","New","2013-12-31","Male","1900-01-01","unknown","ehc024","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","15410","unknown","Mexico  "
"55367280","Expired","2013-12-31","Male","1968-02-14","Bachelors","ehc024","unknown","Default Segment","Female","$60000 to $125000","2","2","2","unknown","Premium PPR",".COM","167.4","Waterford","06385","Connecticut","United States"
"55367281","Active","2013-12-31","Male","1975-01-14","Bachelors","ehc016","unknown","Default Segment","Female","$20000 to $40000","1","2","2","unknown","Basic PPR",".UK","0","Newark","NG242HJ","unknown","United Kingdom  "
"55367282","Expired","2013-12-31","Male","1974-11-24","Some college","ehc017","unknown","Default Segment","Female","$40000 to $60000","0","1","2","unknown","Basic PPR",".COM","258.7","Frisco","75034","Texas","United States"
"55367283","Incomplete","2013-12-31","Female","1970-06-08","unknown","unknown","unknown","Default Segment","Male","unknown","1","1","2","unknown","Basic PPR",".AU","0","mackay","4740","Queensland","Australia  "
"55367284","Closed","2013-12-31","Female","1973-12-31","Bachelors","g03   ","unknown","Default Segment","Male","Less than $20000","1","1","2","unknown","Basic PPR",".UK","0","grantham","NG321BJ","unknown","United Kingdom  "
"55367285","Incomplete","2013-12-31","Male","1966-06-02","unknown","unknown","unknown","Default Segment","Female","unknown","2","1","2","unknown","Basic PPR",".COM","0","Atlanta","30062","Georgia","United States"
"55367286","Closed","2013-12-31","Female","1980-01-11","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".UK","0","London","NW33EA","unknown","United Kingdom  "
"55367287","Closed","2013-12-31","Male","1974-03-29","Associates","ehc017","unknown","Default Segment","Female","$40000 to $60000","1","1","2","unknown","Basic PPR",".CA","0","kitchener","N2N 1S1","Ontario","Canada  "
"55367288","Closed","2013-12-31","Female","1975-12-08","High School","ehc016","unknown","Default Segment","Male","$60000 to $125000","0","0","2","unknown","Basic PPR",".AU","0","Melbourne","3144","Victoria","Australia  "
"55367289","Active","2013-12-31","Male","1958-11-03","High School","unknown","unknown","Default Segment","Female","$60000 to $125000","1","2","2","unknown","Basic PPR",".COM","0","Mineral point","53565","Wisconsin","United States"
"55367290","Active","2013-12-31","Male","1983-02-26","High School","unknown","unknown","Default Segment","Female","$60000 to $125000","1","1","2","unknown","Basic PPR",".COM","0","Mount Vernon","40456","Kentucky","United States"
"55367291","Incomplete","2013-12-31","Female","1969-11-07","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Tokyo","000666","unknown","Japan  "
"55367292","Closed","2013-12-31","Female","1982-02-05","Bachelors","ehc016","unknown","Default Segment","Male","Less than $20000","0","1","2","unknown","Basic PPR",".UK","0","Hastings","TN343TH","unknown","United Kingdom  "
"55367293","Married","2013-12-31","Male","1947-12-31","unknown","unknown","unknown","Default Segment","Female","unknown","3","3","2","unknown","Basic PPR",".COM","0","Stockholm","13146","unknown","Sweden  "
"55367294","Closed","2013-12-31","Male","1960-12-09","Some college","ehc016","unknown","Default Segment","Female","$20000 to $40000","1","3","2","unknown","Basic PPR",".COM","0","lemoore ca","93245","California","United States"
"55367295","Closed","2013-12-31","Male","1969-01-29","Masters","ehc016","unknown","Default Segment","Female","$60000 to $125000","0","1","2","unknown","Basic PPR",".AU","0","canberra","2902","Australian Capital Territory","Australia  "
"55367296","Closed","2013-12-31","Female","1975-04-04","Bachelors","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR","pt_BR","0","unknown","65074-220","Maranhão","Brazil  "
"55367297","Incomplete","2013-12-31","Male","1956-07-24","unknown","ehc016","unknown","Default Segment","Female","unknown","0","1","2","unknown","Basic PPR",".AU","0","moree nsw","2400","New South Wales","Australia  "
"55367298","Active","2013-12-31","Female","1973-06-30","Masters","ehc016","unknown","Default Segment","Male","$40000 to $60000","0","0","2","unknown","Basic PPR",".AU","0","Mornington","3931","Victoria","Australia  "
"55367299","Incomplete","2013-12-31","Male","1990-08-19","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","Pomona","91766","California","United States"
"55367300","Incomplete","2013-12-31","Female","1953-11-10","unknown","ehc016","unknown","Default Segment","Male","unknown","3","2","2","unknown","Basic PPR",".UK","0","stroud","GL51DP","unknown","United Kingdom  "
"55367301","Incomplete","2013-12-31","Male","1966-12-08","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".CP","0","Beaumont Texas","77701","Texas","United States"
"55367302","Married","2013-12-31","Female","1962-02-12","unknown","ehc016","unknown","Default Segment","Male","unknown","2","5","2","unknown","Basic PPR",".AU","0","stoneville","6081","Western Australia","Australia  "
"55367303","Active","2013-12-31","Female","1957-09-25","Some college","ehc024","unknown","Default Segment","Male","$20000 to $40000","1","3","2","unknown","Basic PPR",".COM","0","Durham","27705","North Carolina","United States"
"55367304","Married","2013-12-31","Male","1962-08-01","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".UK","0","Birmingham","B774LE","unknown","United Kingdom  "
"55367305","Closed","2013-12-31","Female","1988-11-23","Some college","ehc016","unknown","Default Segment","Male","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","florida","32504","Florida","United States"
"55367306","Expired","2013-12-31","Male","1974-09-12","Associates","unknown","unknown","Default Segment","Female","$60000 to $125000","1","1","2","unknown","Basic PPR",".COM","119.99","Unknown","90034","California","United States"
"55367307","Incomplete","2013-12-31","Male","1980-10-05","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".AU","0","unknown","3073","Victoria","Australia  "
"55367308","Active","2013-12-31","Female","1983-08-06","Bachelors","Christian Single Dating Services","unknown","Default Segment","Male","$20000 to $40000","0","2","2","unknown","Basic PPR",".UK","0","sheffield","S137LG","unknown","United Kingdom  "
"55367309","Incomplete","2013-12-31","Female","1984-06-04","unknown","unknown","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Springvale","3171","unknown","Austria  "
"55367310","Active","2013-12-31","Female","1953-05-11","High School","gat011","unknown","Default Segment","Male","$20000 to $40000","1","1","2","unknown","Basic PPR",".AU","0","Maitland","2320","New South Wales","Australia  "
"55367311","Active","2013-12-31","Male","1988-12-14","Associates","unknown","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".UK","0","Bridgwater","TA63SF","unknown","United Kingdom  "
"55367312","Active","2013-12-31","Male","1960-12-01","High School","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".AU","0","Bendigo","3550","Victoria","Australia  "
"55367313","Closed","2013-12-31","Female","1985-12-19","Associates","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".UK","0","Edinburgh","EH127SB","unknown","United Kingdom  "
"55367314","Active","2013-12-31","Male","1979-01-26","Associates","unknown","unknown","Default Segment","Female","$125000 to $250000","0","0","2","unknown","Basic PPR",".UK","0","manchester","M416PW","unknown","United Kingdom  "
"55367315","Incomplete","2013-12-31","Female","1977-08-15","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Sydney","2000","New South Wales","Australia  "
"55367316","Active","2013-12-31","Male","1977-06-03","Some college","ehc016","unknown","Default Segment","Female","$40000 to $60000","1","1","2","unknown","Basic PPR",".COM","0","17402","17402","Pennsylvania","United States"
"55367317","Incomplete","2013-12-31","Female","1975-12-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Cambridge MA","02140","Massachusetts","United States"
"55367318","Active","2013-12-31","Female","1975-05-12","Masters","ehc017","unknown","Default Segment","Male","$60000 to $125000","1","1","2","unknown","Basic PPR",".COM","0","Nashua NH","03063","New Hampshire","United States"
"55367319","Active","2013-12-31","Female","1970-01-08","Some college","ehc017","unknown","Default Segment","Male","$40000 to $60000","0","1","2","unknown","Basic PPR",".COM","0","Point Blank","77364","Texas","United States"
"55367320","Active","2013-12-31","Male","1987-01-17","Bachelors","unknown","unknown","Default Segment","Female","$20000 to $40000","0","1","2","unknown","Basic PPR",".COM","0","Calexico","92231","California","United States"
"55367321","New","2013-12-31","Female","1900-01-01","unknown","ehc016","unknown","Default Segment","Male","unknown","0","0","2","unknown","unknown",".COM","0","unknown","50000","unknown","Thailand  "
"55367322","Married","2013-12-31","Female","1971-01-17","unknown","ehc016","unknown","Default Segment","Male","unknown","1","2","2","unknown","Basic PPR",".COM","0","Highland park","48203","Michigan","United States"
"55367323","Incomplete","2013-12-31","Male","1983-01-22","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","Kansas City","64119","Missouri","United States"
"55367324","Expired","2013-12-31","Male","1966-07-16","Bachelors","cja013","unknown","Default Segment","Female","$40000 to $60000","1","3","2","unknown","Basic PPR",".UK","81.3","Hook","RG279HQ","unknown","United Kingdom  "
"55367325","Closed","2013-12-31","Female","1964-12-27","Bachelors","ehc016","unknown","Default Segment","Male","Less than $20000","1","2","2","unknown","Basic PPR",".AU","0","Bracken Ridge","4017","Queensland","Australia  "
"55367326","Active","2013-12-31","Male","1939-12-19","Masters","ehc024","unknown","Default Segment","Female","$60000 to $125000","1","3","2","unknown","Basic PPR",".COM","0","hilton head sc","29909","South Carolina","United States"
"55367327","Active","2013-12-31","Female","1986-09-08","unknown","unknown","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Brisbane","4068","Queensland","Australia  "
"55367328","Married","2013-12-31","Female","1985-04-28","unknown","ehc016","unknown","Default Segment","Male","unknown","1","0","2","unknown","Basic PPR",".AU","0","Sunshine","3020","Victoria","Australia  "
"55367329","Active","2013-12-31","Female","1990-01-23","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Perth","6008","Western Australia","Australia  "
"55367330","Married","2013-12-31","Male","1980-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","4","1","2","unknown","Basic PPR",".COM","0","Verga","00013","unknown","Italy  "
"55367331","Married","2013-12-31","Female","1970-03-10","unknown","ehc016","unknown","Default Segment","Male","unknown","1","2","2","unknown","Basic PPR",".COM","0","Chiang Mai","50000","unknown","Thailand  "
"55367332","Married","2013-12-31","Female","1961-06-01","unknown","unknown","unknown","Default Segment","Male","unknown","1","1","2","unknown","Basic PPR",".COM","0","Zagreb","10000","unknown","Croatia  "
"55367488","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","unknown",".CA","0","unknown","M6M 2R5","Ontario","Canada  "
"55367489","New","2013-12-31","Male","1900-01-01","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","unknown","73701","Oklahoma","United States"
"55367490","Married","2013-12-31","Female","1952-10-22","unknown","ehc016","unknown","Default Segment","Male","unknown","1","4","2","unknown","Basic PPR",".AU","0","perth","6000","Western Australia","Australia  "
"55367491","Active","2013-12-31","Female","1969-03-09","Bachelors","ehc016","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","Sonora","95370","California","United States"
"55367492","Active","2013-12-31","Male","1953-05-19","Some college","ehc017","unknown","Default Segment","Female","$40000 to $60000","1","2","2","unknown","Basic PPR",".COM","0","Blackstonema","01504","Massachusetts","United States"
"55367493","Active","2013-12-31","Male","1990-12-25","Bachelors","ehc017","unknown","Default Segment","Female","$20000 to $40000","1","0","2","unknown","Basic PPR",".COM","0","Silchar","788126","unknown","India  "
"55367494","Incomplete","2013-12-31","Female","1991-04-15","unknown","ehc017","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".COM","0","Jacksonville","75766","Texas","United States"
"55367495","New","2013-12-31","Female","1900-01-01","unknown","g03   ","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".UK","0","unknown","W51QT","unknown","United Kingdom  "
"55367496","Active","2013-12-31","Female","1970-01-30","Associates","unknown","unknown","Default Segment","Male","$20000 to $40000","1","3","2","unknown","Basic PPR",".COM","0","dayton","45416","Ohio","United States"
"55367497","Active","2013-12-31","Male","1981-12-03","Masters","ehc016","unknown","Default Segment","Female","$40000 to $60000","0","0","2","unknown","Basic PPR",".COM","0","Savannah","31405","Georgia","United States"
"55367498","New","2013-12-31","Female","1900-01-01","unknown","Christian Single Dating Services","unknown","Default Segment","Male","unknown","0","0","2","unknown","Basic PPR",".UK","0","unknown","NN49DQ","unknown","United Kingdom  "
"55367499","Active","2013-12-31","Female","1958-06-10","Associates","ehc017","unknown","Default Segment","Male","$40000 to $60000","2","3","2","unknown","Basic PPR",".CA","0","Saskatoon","S0K 4R0","Saskatchewan","Canada  "
"55367500","Incomplete","2013-12-31","Female","1966-12-31","unknown","ehc017","unknown","Default Segment","Male","unknown","2","2","2","unknown","Basic PPR",".COM","0","Perkins","73401","Oklahoma","United States"
"55367501","Expired","2013-12-31","Female","1973-10-17","Bachelors","ehc016","unknown","Default Segment","Male","$40000 to $60000","1","2","2","unknown","Basic PPR",".COM","469.03","Ellensburg","98926","Washington","United States"
"55367502","Incomplete","2013-12-31","Male","1985-06-12","unknown","unknown","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".COM","0","Ft. Lauderdale","33304","Florida","United States"
"55367503","Closed","2013-12-31","Male","1969-07-23","High School","ehc017","unknown","Default Segment","Female","$60000 to $125000","1","3","2","unknown","Basic PPR",".COM","0","Humnoke AR","72072","Arkansas","United States"
"55367504","Active","2013-12-31","Male","1965-11-07","unknown","ehc016","unknown","Default Segment","Female","$60000 to $125000","1","3","2","unknown","Basic PPR",".AU","0","launceston","7250","Tasmania","Australia  "
"55367505","Closed","2013-12-31","Male","1979-04-22","Bachelors","unknown","unknown","Default Segment","Female","unknown","1","0","2","unknown","Basic PPR","pt_BR","0","unknown","69090-773","Amazonas","Brazil  "
"55367506","Active","2013-12-31","Female","1975-01-02","Bachelors","ehc016","unknown","Default Segment","Male","$60000 to $125000","0","0","2","unknown","Basic PPR",".COM","0","96825","96825","Hawaii","United States"
"55367507","Active","2013-12-31","Female","1953-10-05","Some college","ehc017","unknown","Default Segment","Male","$40000 to $60000","1","2","2","unknown","Basic PPR",".COM","0","Riverside Ca","92501","California","United States"
"55367508","Expired","2013-12-31","Male","1994-04-11","Some college","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","20.85","Cedar Rapids","52405","Iowa","United States"
"55367509","Incomplete","2013-12-31","Male","1965-10-30","unknown","ehc016","unknown","Default Segment","Female","unknown","1","2","2","unknown","Basic PPR",".COM","0","McKinney TX","75070","Texas","United States"
"55367510","Incomplete","2013-12-31","Male","1990-07-06","unknown","ehc016","unknown","Default Segment","Female","unknown","0","0","2","unknown","Basic PPR",".UK","0","Nottingham","NG102EP","unknown","United Kingdom  "
"55367511","Active","2013-12-31","Male","1990-10-21","High School","ehc016","unknown","Default Segment","Female","Less than $20000","0","0","2","unknown","Basic PPR",".COM","0","Maryland HTS","63043","Missouri","United States"
"55367512","Incomplete","2013-12-31","Female","1990-03-07","unknown","unknown","unknown","Default Segment","Male","unknown","0","2","2","unknown","Basic PPR",".AU","0","Sydney","2112","New South Wales","Australia  "
"55367513","Active","2013-12-31","Male","1979-09-25","Associates","ehc017","unknown","Default Segment","Female","$20000 to $40000","0","0","2","unknown","Basic PPR",".COM","0","Bakersfield","93306","California","United States"
"55367515","Active","2013-12-31","Female","1991-06-10","unknown","unknown","unknown","Default Segment","Male","$20000 to $40000","0","0","2","unknown","Basic PPR",".AU","0","Sydney","2760","New South Wales","Australia  "
